Type,Question,Answer,NumberPoints,StartBook,StartChapter,StartVerse,EndBook,EndChapter,EndVerse
bible-qna,Without an oath ?He? was not what?,Made priest.,1,Hebrews,7,20,Hebrews,7,20
bible-qna,"What will the Lord not do, in the oath?",He will not relent.,1,Hebrews,7,21,Hebrews,7,21
bible-qna,How have ?they? become priests?,"""Without an oath.""",1,Hebrews,7,21,Hebrews,7,21
bible-qna,How did ?He? become a priest?,With an oath.,1,Hebrews,7,21,Hebrews,7,21
bible-qna,Who swore the oath?,The Lord.,1,Hebrews,7,21,Hebrews,7,21
bible-qna,Who has become a surety?,Jesus.,1,Hebrews,7,22,Hebrews,7,22
bible-qna,What has Jesus become a surety of?,A better covenant.,1,Hebrews,7,22,Hebrews,7,22
bible-qna,By what has Jesus become surety of a better covenant?,By so much more.,1,Hebrews,7,22,Hebrews,7,22
bible-qna,What were there?,Many priests.,1,Hebrews,7,23,Hebrews,7,23
bible-qna,Why were there many priests?,Because they were prevented by death from continuing.,1,Hebrews,7,23,Hebrews,7,23
bible-qna,What did death prevent many priests from?,From continuing as priests.,1,Hebrews,7,23,Hebrews,7,23
bible-qna,What did death do?,It prevented many priests from continuing.,1,Hebrews,7,23,Hebrews,7,23
bible-qna,"What does ""He"" have?",An unchangeable priesthood.,1,Hebrews,7,24,Hebrews,7,24
bible-qna,What kind of priesthood does ?He? have?,An unchangeable one.,1,Hebrews,7,24,Hebrews,7,24
bible-qna,How long does ?He? continue?,Forever.,1,Hebrews,7,24,Hebrews,7,24
bible-qna,Why does ?He? have an unchangeable priesthood?,Because He continues forever.,1,Hebrews,7,24,Hebrews,7,24
bible-qna,How far is ?He? able to save?,To the uttermost.,1,Hebrews,7,25,Hebrews,7,25
bible-qna,Through whom do those come to God? Be specific.,Through Him.,1,Hebrews,7,25,Hebrews,7,25
bible-qna,"What does ""He"" ever live to do?",He ever lives to make intercession for them.,1,Hebrews,7,25,Hebrews,7,25
bible-qna,"What does ""He"" make?",He makes intercession.,1,Hebrews,7,25,Hebrews,7,25
bible-qna,What was fitting for us?,Such a High Priest.,1,Hebrews,7,26,Hebrews,7,26
bible-qna,What is our High Priest separate from?,Sinners.,1,Hebrews,7,26,Hebrews,7,26
bible-qna,What has our High Priest become?,Higher than the heavens.,1,Hebrews,7,26,Hebrews,7,26
bible-qna,How often do ?those high priests? offer up sacrifices?,Daily.,1,Hebrews,7,27,Hebrews,7,27
bible-qna,When did ?He? offer sacrifices ?one for all??,When He offered up Himself.,1,Hebrews,7,27,Hebrews,7,27
bible-qna,What did ?He? offer up?,Himself.,1,Hebrews,7,27,Hebrews,7,27
bible-qna,What kind of men does the law appoint as high priests?,Men who have weakness.,1,Hebrews,7,28,Hebrews,7,28
bible-qna,When did the word of the oath come?,It came after the law.,1,Hebrews,7,28,Hebrews,7,28
bible-qna,Whom does the word of the oath appoint as high priest?,The Son who has been perfected forever.,1,Hebrews,7,28,Hebrews,7,28
bible-qna,What has happened to the Son?,He has been perfected forever.,1,Hebrews,7,28,Hebrews,7,28
bible-qna,Where is the High Priest seated?,At the right hand of the throne,1,Hebrews,8,1,Hebrews,8,1
bible-qna,Who was seated at the right hand of the throne?,The High Priest,1,Hebrews,8,1,Hebrews,8,1
bible-qna,Whose throne is the High Priest by?,The Majesty of Heaven,1,Hebrews,8,1,Hebrews,8,1
bible-qna,What does the Majesty of the heavens have?,A throne,1,Hebrews,8,1,Hebrews,8,1
bible-qna,Who erected the temple?,The Lord,1,Hebrews,8,2,Hebrews,8,2
bible-qna,Who did not erect the temple?,Man,1,Hebrews,8,2,Hebrews,8,2
bible-qna,What kind of tabernacle is mentioned?,A true tabernacle,1,Hebrews,8,2,Hebrews,8,2
bible-qna,Who is appointed to offer gifts and sacrifices?,Every high priest,1,Hebrews,8,3,Hebrews,8,3
bible-qna,What the the high priest appointed to do?,Offer gifts and sacrifices,1,Hebrews,8,3,Hebrews,8,3
bible-qna,What was necessary for this One to have?,Something to offer,1,Hebrews,8,3,Hebrews,8,3
bible-qna,He would not be a priest if he were where?,On Earth,1,Hebrews,8,4,Hebrews,8,4
bible-qna,What is offered according to the law?,Gifts,1,Hebrews,8,4,Hebrews,8,4
bible-qna,What do priests offer gifts according to?,The Law,1,Hebrews,8,4,Hebrews,8,4
bible-qna,"If He were on earth, he would not be a what?",A Priest,1,Hebrews,8,4,Hebrews,8,4
bible-qna,Who was divinely instructed?,Moses,1,Hebrews,8,5,Hebrews,8,5
bible-qna,What was Moses divinely instructed about?,To make a sanctuary,1,Hebrews,8,5,Hebrews,8,5
bible-qna,What was Moses supposed to make all things according to?,A pattern shown to you on the mountain,1,Hebrews,8,5,Hebrews,8,5
bible-qna,Where was Moses shown the pattern?,On the Mountain,1,Hebrews,8,5,Hebrews,8,5
bible-qna,What has He obtained?,A more excellent ministry,1,Hebrews,8,6,Hebrews,8,6
bible-qna,What is he a Mediator of?,A better covenant,1,Hebrews,8,6,Hebrews,8,6
bible-qna,What was the better covenant established on?,Better promises,1,Hebrews,8,6,Hebrews,8,6
bible-qna,What kind of covenant is he the Mediator of?,BETTER covenant,1,Hebrews,8,6,Hebrews,8,6
bible-qna,A place was sought for what?,A second covenant,1,Hebrews,8,7,Hebrews,8,7
bible-qna,How many covenants are mentioned?,Two (first and second),1,Hebrews,8,7,Hebrews,8,7
bible-qna,Which covenant was not faultless,The First,1,Hebrews,8,7,Hebrews,8,7
bible-qna,What was done for the second covenant?,It was sought for,1,Hebrews,8,7,Hebrews,8,7
bible-qna,What is coming?,The days (to make a new covenant),1,Hebrews,8,8,Hebrews,8,8
bible-qna,"Who says ""The Days are coming""?",The Lord,1,Hebrews,8,8,Hebrews,8,8
bible-qna,"Why did the Lord say ""the days are coming""?",Because fault was found with them,1,Hebrews,8,8,Hebrews,8,8
bible-qna,Who was a covenant made with?,Their fathers,1,Hebrews,8,9,Hebrews,8,9
bible-qna,Where did he lead the fathers out of?,Egypt,1,Hebrews,8,9,Hebrews,8,9
bible-qna,What did he take the fathers by when he led them out?,The hand,1,Hebrews,8,9,Hebrews,8,9
bible-qna,What did the fathers NOT do to the covenant?,Continue in it,1,Hebrews,8,9,Hebrews,8,9
bible-qna,"After those days, who is this covenant made with?",The house of Israel,1,Hebrews,8,10,Hebrews,8,10
bible-qna,Where will the Lord put his laws?,IN their mind,1,Hebrews,8,10,Hebrews,8,10
bible-qna,Where will the Lord write his laws?,ON their hearts,1,Hebrews,8,10,Hebrews,8,10
bible-qna,When will the Lord make this covenant?,After those days,1,Hebrews,8,10,Hebrews,8,10
bible-qna,Who shall teach his neighbor or brother?,None of them,1,Hebrews,8,11,Hebrews,8,11
bible-qna,How many shall know the Lord?,"All, from the least to the greatest",1,Hebrews,8,11,Hebrews,8,11
bible-qna,What shall none of them say?,"""Know the Lord""",1,Hebrews,8,11,Hebrews,8,11
bible-qna,What will the Lord be merciful to?,Their unrighteousness,1,Hebrews,8,12,Hebrews,8,12
bible-qna,How will the Lord act to their unrighteousness?,Be merciful,1,Hebrews,8,12,Hebrews,8,12
bible-qna,What will the Lord NOT do to their sins and lawless deeds?,Remember them,1,Hebrews,8,12,Hebrews,8,12
bible-qna,What does He say?,"""A new covenant""",1,Hebrews,8,13,Hebrews,8,13
bible-qna,What happened to the first covenant?,It was made obsolete,1,Hebrews,8,13,Hebrews,8,13
bible-qna,What is about to happen to that which is obsolete and growing old?,It is ready to vanish away?,1,Hebrews,8,13,Hebrews,8,13
bible-qna,What was made obsolete?,The first covenant,1,Hebrews,8,13,Hebrews,8,13
bible-qna,What kind of ordinances did the first covenant have?,Ordinances of divine service.,1,Hebrews,9,1,Hebrews,9,1
bible-qna,Which covenant had the earthly sanctuary?,The first covenant.,1,Hebrews,9,1,Hebrews,9,1
bible-qna,T/F: Did the first covenant have an earthly sanctuary?,True.,1,Hebrews,9,1,Hebrews,9,1
bible-qna,What was prepared?,A tabernacle.,1,Hebrews,9,2,Hebrews,9,2
bible-qna,What is another name for the first part of the tabernacle?,The sanctuary.,1,Hebrews,9,2,Hebrews,9,2
bible-qna,Where was the showbread?,"In the first part of the tabernacle, ?the sanctuary?.",1,Hebrews,9,2,Hebrews,9,2
bible-qna,What was behind the second veil?,The part of the tabernacle called the Holiest of All.,1,Hebrews,9,3,Hebrews,9,3
bible-qna,Which veil is at the entrance to the Holiest of All?,The second veil.,1,Hebrews,9,3,Hebrews,9,3
bible-qna,What is the Holiest of All part of?,The tabernacle.,1,Hebrews,9,3,Hebrews,9,3
bible-qna,What is the second part of the tabernacle called?,The Holiest of All.,1,Hebrews,9,3,Hebrews,9,3
bible-qna,What does the golden altar of incense belong to?,The Holiest of All.,1,Hebrews,9,3,Hebrews,9,4
bible-qna,What is overlaid with gold?,The ark of the covenant.,1,Hebrews,9,4,Hebrews,9,4
bible-qna,What was so special about Aaron?s rod?,It had budded.,1,Hebrews,9,4,Hebrews,9,4
bible-qna,What items were above the ark of the covenant?,The cherubim of glory.,1,Hebrews,9,4,Hebrews,9,5
bible-qna,What were the cherubim doing?,Overshadowing the mercy seat.,1,Hebrews,9,5,Hebrews,9,5
bible-qna,How can we not speak of these things?,In detail.,1,Hebrews,9,5,Hebrews,9,5
bible-qna,What kind of cherubim were these?,Cherubim of glory.,1,Hebrews,9,5,Hebrews,9,5
bible-qna,Who went into the first part of the tabernacle?,The priests.,1,Hebrews,9,6,Hebrews,9,6
bible-qna,Why did the priests go into the first part of the tabernacle?,They were performing the services.,1,Hebrews,9,6,Hebrews,9,6
bible-qna,What happened when these things had been thus prepared?,The priests went into the first part of the tabernacle.,1,Hebrews,9,6,Hebrews,9,6
bible-qna,Who was performing the tabernacle services?,The priests.,1,Hebrews,9,6,Hebrews,9,6
bible-qna,What was done for the people?s sins of ignorance?,The high priest offered blood in the second part.,1,Hebrews,9,7,Hebrews,9,7
bible-qna,What could the priest not go into the second part without?,Blood.,1,Hebrews,9,7,Hebrews,9,7
bible-qna,What was the way into the Holiest of All?,It was not yet made manifest.,1,Hebrews,9,8,Hebrews,9,8
bible-qna,"While the first tabernacle stood, what was not manifest?",The way into the Holiest of All.,1,Hebrews,9,8,Hebrews,9,8
bible-qna,What way was not yet made manifest?,The way into the Holiest of All.,1,Hebrews,9,8,Hebrews,9,8
bible-qna,Who indicated ?this??,The Holy Spirit.,1,Hebrews,9,8,Hebrews,9,8
bible-qna,What was symbolic for the present time?,The first tabernacle.,1,Hebrews,9,8,Hebrews,9,9
bible-qna,The offerings cannot make ?him? perfect regarding what?,The conscience.,1,Hebrews,9,9,Hebrews,9,9
bible-qna,"""It"" was symbolic for what?",The present time.,1,Hebrews,9,9,Hebrews,9,9
bible-qna,Fleshly ordinances were imposed until what time?,The time of reformation.,1,Hebrews,9,10,Hebrews,9,10
bible-qna,How long were foods and drinks imposed?,Until the time of reformation.,1,Hebrews,9,10,Hebrews,9,10
bible-qna,T/F: Washings were not imposed.,False.,1,Hebrews,9,10,Hebrews,9,10
bible-qna,Who came as High Priest of the good things to come?,Christ came.,1,Hebrews,9,11,Hebrews,9,11
bible-qna,What title did Christ have come with?,High Priest.,1,Hebrews,9,11,Hebrews,9,11
bible-qna,How did Christ enter the Most Holy Place?,With His own blood.,1,Hebrews,9,12,Hebrews,9,12
bible-qna,For whom did Christ enter the Most Holy Place?,For all.,1,Hebrews,9,12,Hebrews,9,12
bible-qna,What did Christ obtain?,Eternal redemption.,1,Hebrews,9,12,Hebrews,9,12
bible-qna,What is used with blood of bulls and goats?,Ashes of a heifer.,1,Hebrews,9,13,Hebrews,9,13
bible-qna,What does sprinkling of blood and ashes accomplish?,It sanctifies for the purifying of the flesh.,1,Hebrews,9,13,Hebrews,9,13
bible-qna,What happens to the flesh?,It is purified.,1,Hebrews,9,13,Hebrews,9,13
bible-qna,What does the blood of Christ purge?,It purges the conscience from dead works.,1,Hebrews,9,14,Hebrews,9,14
bible-qna,To what end is the conscience purged by Christ?s blood?,To serve the living God.,1,Hebrews,9,14,Hebrews,9,14
bible-qna,How did Christ offer Himself without spot to God?,Through the eternal Spirit.,1,Hebrews,9,14,Hebrews,9,14
bible-qna,In what condition was Christ when He offered Himself?,He was without spot.,1,Hebrews,9,14,Hebrews,9,14
bible-qna,For what reason does Christ mediate the new covenant?,Christ offered Himself without spot to God.,1,Hebrews,9,14,Hebrews,9,15
bible-qna,By what means is ?He? the Mediator of the new covenant?,By means of death.,1,Hebrews,9,15,Hebrews,9,15
bible-qna,What did the Mediator?s death provide for?,For redemption of transgressions under the first covenant.,1,Hebrews,9,15,Hebrews,9,15
bible-qna,Who may receive the promise of the eternal inheritance?,Those who are called.,1,Hebrews,9,15,Hebrews,9,15
bible-qna,What is another term for covenant?,Testament.,1,Hebrews,9,15,Hebrews,9,16
bible-qna,Where is the death of the testator needed?,Where there is a testament.,1,Hebrews,9,16,Hebrews,9,16
bible-qna,"Where there is a testament, what must there also be?",There must also be the death of the testator.,1,Hebrews,9,16,Hebrews,9,16
bible-qna,What is another name for a testament?,A covenant.,1,Hebrews,9,16,Hebrews,9,16
bible-qna,When is a testament in force?,After men are dead.,1,Hebrews,9,17,Hebrews,9,17
bible-qna,What is in force after men are dead?,A testament.,1,Hebrews,9,17,Hebrews,9,17
bible-qna,What happens to a testament when men are dead?,It becomes in force.,1,Hebrews,9,17,Hebrews,9,17
bible-qna,"While the testator lives, what does the testament have?",It has no power at all.,1,Hebrews,9,17,Hebrews,9,17
bible-qna,Is there a synonym for testament?,"Yes, covenant.",1,Hebrews,9,17,Hebrews,9,18
bible-qna,Was the first covenant dedicated without blood?,No.,1,Hebrews,9,18,Hebrews,9,18
bible-qna,What was blood used for?,Dedicating the first covenant.,1,Hebrews,9,18,Hebrews,9,18
bible-qna,What was used to dedicate the first covenant?,Blood.,1,Hebrews,9,18,Hebrews,9,18
bible-qna,What did Moses speak to all the people? Be specific.,He spoke every precept according to the law.,1,Hebrews,9,19,Hebrews,9,19
bible-qna,When did Moses sprinkle the law book and the people?,When he had spoken every precept to them.,1,Hebrews,9,19,Hebrews,9,19
bible-qna,How did Moses describe the blood as He sprinkled?,He said it was the blood of the covenant God commanded.,1,Hebrews,9,19,Hebrews,9,20
bible-qna,What did God command?,He commanded the covenant.,1,Hebrews,9,20,Hebrews,9,20
bible-qna,Which covenant is described? Be specific.,The covenant which God has commanded you.,1,Hebrews,9,20,Hebrews,9,20
bible-qna,Where did this covenant originate?,God commanded it.,1,Hebrews,9,20,Hebrews,9,20
bible-qna,What did Moses ?likewise? do?,He sprinkled the tabernacle and vessels with blood.,1,Hebrews,9,21,Hebrews,9,21
bible-qna,What did Moses sprinkle ?all? of?,The vessels of the ministry.,1,Hebrews,9,21,Hebrews,9,21
bible-qna,What happened to both the tabernacle and all its vessels?,Moses (He) sprinkled them with blood.,1,Hebrews,9,21,Hebrews,9,21
bible-qna,T/F: All things are purged with blood according to the law.,False. ?Almost? all things are purged with blood.,1,Hebrews,9,22,Hebrews,9,22
bible-qna,"Without shedding of blood, what is there?",There is no remission.,1,Hebrews,9,22,Hebrews,9,22
bible-qna,What is required for remission of sin?,Shedding of blood.,1,Hebrews,9,22,Hebrews,9,22
bible-qna,What is purging with blood according to?,It is according to the law.,1,Hebrews,9,22,Hebrews,9,22
bible-qna,What was necessary for copies of heavenly things?,They should be purified with ?these?.,1,Hebrews,9,23,Hebrews,9,23
bible-qna,What must the heavenly things be purified with?,Better sacrifices than these.,1,Hebrews,9,23,Hebrews,9,23
bible-qna,What are the copies of?,Things in the heavens.,1,Hebrews,9,23,Hebrews,9,23
bible-qna,What has Christ not entered?,Holy places made with hands.,1,Hebrews,9,24,Hebrews,9,24
bible-qna,What are the holy places made with hands?,They are copies of the true.,1,Hebrews,9,24,Hebrews,9,24
bible-qna,Where has Christ entered?,Christ has entered into heaven itself.,1,Hebrews,9,24,Hebrews,9,24
bible-qna,Why did Christ enter heaven to appear in God?s presence?,For us.,1,Hebrews,9,24,Hebrews,9,24
bible-qna,Should Christ offer Himself often?,No.,1,Hebrews,9,25,Hebrews,9,25
bible-qna,Where does the high priest enter every year?,He enters the Most Holy Place.,1,Hebrews,9,25,Hebrews,9,25
bible-qna,How often does the high priest enter the Most Holy Place?,He enters every year.,1,Hebrews,9,25,Hebrews,9,25
bible-qna,With whose blood does the high priest enter the MHP?,With blood of another.,1,Hebrews,9,25,Hebrews,9,25
bible-qna,What did Jesus appear to do? Be specific.,He appeared to put away sin by the sacrifice of Himself.,1,Hebrews,9,26,Hebrews,9,26
bible-qna,How does Jesus put away sin?,By the sacrifice of Himself.,1,Hebrews,9,26,Hebrews,9,26
bible-qna,Since when would ?He? have had to suffer often?,Since the foundation of the world.,1,Hebrews,9,26,Hebrews,9,26
bible-qna,What is appointed once?,For men to die.,1,Hebrews,9,27,Hebrews,9,27
bible-qna,What comes after men die?,The judgment.,1,Hebrews,9,27,Hebrews,9,27
bible-qna,What was Christ to bear?,The sins of many.,1,Hebrews,9,28,Hebrews,9,28
bible-qna,To whom will Christ appear a second time?,To those who eagerly wait for Him.,1,Hebrews,9,28,Hebrews,9,28
bible-qna,What will Christ be apart from when He appears again?,He will be apart from sin.,1,Hebrews,9,28,Hebrews,9,28
bible-qna,What will Christ appear a second time for?,He will appear for salvation.,1,Hebrews,9,28,Hebrews,9,28
bible-qna,What can never make those who approach it perfect,The law,1,Hebrews,10,1,Hebrews,10,1
bible-qna,What is (has) only a shadow of the good things to come,The law,1,Hebrews,10,1,Hebrews,10,1
bible-qna,What would have happened if the worshippers had been purified,they would have no more consciousness of sins,1,Hebrews,10,2,Hebrews,10,2
bible-qna,"What is the ""they"" that would have ceased to be offered",sacrifices,1,Hebrews,10,2,Hebrews,10,2
bible-qna,Where can a reminder of sins be found,sacrifices,1,Hebrews,10,3,Hebrews,10,3
bible-qna,how often can those reminders be found,every year,1,Hebrews,10,3,Hebrews,10,3
bible-qna,Whose blood can not take away sins,bulls and goats,1,Hebrews,10,4,Hebrews,10,4
bible-qna,What is not desired according to the one who came into the world,sacrifice and offering,1,Hebrews,10,5,Hebrews,10,5
bible-qna,what is desired,a body,1,Hebrews,10,5,Hebrews,10,5
bible-qna,What brings no pleasure,burnt offerings and sacrifices for sin,1,Hebrews,10,6,Hebrews,10,6
bible-qna,where is the message written,in the volume of the book,1,Hebrews,10,7,Hebrews,10,7
bible-qna,What was written in the book,To do you will,1,Hebrews,10,7,Hebrews,10,7
bible-qna,what are offered according to the law,"sacrifice, offerings, burnt offerings, and offerings for sin",1,Hebrews,10,8,Hebrews,10,8
bible-qna,what was (God's) response to the sacrifices and offerings,no desire or pleasure,1,Hebrews,10,8,Hebrews,10,8
bible-qna,"what did ""he"" come to take away",the first,1,Hebrews,10,9,Hebrews,10,9
bible-qna,"what did ""he"" come to establish",the second,1,Hebrews,10,9,Hebrews,10,9
bible-qna,"what did ""he"" come to do",your (God's) will,1,Hebrews,10,9,Hebrews,10,9
bible-qna,by what will we be sanctified,the offering of Christ's body,1,Hebrews,10,10,Hebrews,10,10
bible-qna,how often was Christ's body offered,once for all,1,Hebrews,10,10,Hebrews,10,10
bible-qna,what can the sacrifices never do,take away sins,1,Hebrews,10,11,Hebrews,10,11
bible-qna,how often do the priests minister,daily,1,Hebrews,10,11,Hebrews,10,11
bible-qna,what type of sacrifices do the priests offer,the same ones,1,Hebrews,10,11,Hebrews,10,11
bible-qna,who offered one sacrifice forever,this man (Jesus),1,Hebrews,10,12,Hebrews,10,12
bible-qna,where did the man sit down,the right hand of God,1,Hebrews,10,12,Hebrews,10,12
bible-qna,what is the man waiting to happen to his enemies,them to be his footstool,1,Hebrews,10,13,Hebrews,10,13
bible-qna,how long are those being sanctified perfected,forever,1,Hebrews,10,14,Hebrews,10,14
bible-qna,how many offerings did it take for him to perfect those being sanctified,one,1,Hebrews,10,14,Hebrews,10,14
bible-qna,who witnesses to us,Holy Spirit,1,Hebrews,10,15,Hebrews,10,15
bible-qna,what did the LORD promise to put in their hearts,my law,1,Hebrews,10,16,Hebrews,10,16
bible-qna,where did the LORD promise to write his laws,their minds,1,Hebrews,10,16,Hebrews,10,16
bible-qna,what did the LORD promise to make with them,a covenant,1,Hebrews,10,16,Hebrews,10,16
bible-qna,Name one thing he will remember no more,their sins,1,Hebrews,10,17,Hebrews,10,17
bible-qna,Name an additional thing he will remember no more,their lawless deeds,1,Hebrews,10,17,Hebrews,10,17
bible-qna,"what does ""these"" refer to",sins and lawless deeds (v. 17),1,Hebrews,10,18,Hebrews,10,18
bible-qna,what is there no longer,an offering for sin,1,Hebrews,10,18,Hebrews,10,18
bible-qna,who is addressed,brethren,1,Hebrews,10,19,Hebrews,10,19
bible-qna,what are the brethren to have,boldness,1,Hebrews,10,19,Hebrews,10,19
bible-qna,where are the brethren to enter,the Holiest,1,Hebrews,10,19,Hebrews,10,19
bible-qna,by what are the brethren to enter,the blood of Jesus,1,Hebrews,10,19,Hebrews,10,19
bible-qna,by what are the brethren to enter,new and living way,1,Hebrews,10,20,Hebrews,10,20
bible-qna,what are they to enter through,the veil,1,Hebrews,10,20,Hebrews,10,20
bible-qna,what is the veil,his flesh,1,Hebrews,10,20,Hebrews,10,20
bible-qna,what do the brethren have,a high priest,1,Hebrews,10,21,Hebrews,10,21
bible-qna,what is the priest over,the house of God,1,Hebrews,10,21,Hebrews,10,21
bible-qna,what are the brethren to draw,near,1,Hebrews,10,22,Hebrews,10,22
bible-qna,what type of heart must the brethren have,true heart,1,Hebrews,10,22,Hebrews,10,22
bible-qna,what are they to have full assurance of,faith,1,Hebrews,10,22,Hebrews,10,22
bible-qna,what will their hearts be sprinkled from,evil conscience,1,Hebrews,10,22,Hebrews,10,22
bible-qna,who are they to hold to,confession of hope,1,Hebrews,10,23,Hebrews,10,23
bible-qna,what is the one who promised,faithful,1,Hebrews,10,23,Hebrews,10,23
bible-qna,who are they to consdier,one another,1,Hebrews,10,24,Hebrews,10,24
bible-qna,what is to be stirred up,love and good works,1,Hebrews,10,24,Hebrews,10,24
bible-qna,what is not to be forsaken,assembling together,1,Hebrews,10,25,Hebrews,10,25
bible-qna,who is to be exhorted,one another,1,Hebrews,10,25,Hebrews,10,25
bible-qna,what will be seen approaching,the day,1,Hebrews,10,25,Hebrews,10,25
bible-qna,what knowledge has been received,truth,1,Hebrews,10,26,Hebrews,10,26
bible-qna,what is there no sacrifice for,sins,1,Hebrews,10,26,Hebrews,10,26
bible-qna,what is their a fearful expectation of,judgment,1,Hebrews,10,27,Hebrews,10,27
bible-qna,how is the indignation described,fiery,1,Hebrews,10,27,Hebrews,10,27
bible-qna,who will the indignation devour,adversaries,1,Hebrews,10,27,Hebrews,10,27
bible-qna,what law is mentioned,Moses',1,Hebrews,10,28,Hebrews,10,28
bible-qna,what do the rejectors of the law die without,mercy,1,Hebrews,10,28,Hebrews,10,28
bible-qna,how many wintesses are needed,two or three,1,Hebrews,10,28,Hebrews,10,28
bible-qna,what is described as being worse,punishment,1,Hebrews,10,29,Hebrews,10,29
bible-qna,what is trampled underfoot,Son of God,1,Hebrews,10,29,Hebrews,10,29
bible-qna,who is insulted,Spirit of grace,1,Hebrews,10,29,Hebrews,10,29
bible-qna,who is known,Him,1,Hebrews,10,30,Hebrews,10,30
bible-qna,what is mine (the LORD's),vengeance,1,Hebrews,10,30,Hebrews,10,30
bible-qna,who will the LORD judge,His people,1,Hebrews,10,30,Hebrews,10,30
bible-qna,what emotion is listed,fearful,1,Hebrews,10,31,Hebrews,10,31
bible-qna,what adjective describes God,living,1,Hebrews,10,31,Hebrews,10,31
bible-qna,what is to be recalled,the former days,1,Hebrews,10,32,Hebrews,10,32
bible-qna,what happened in the former days,they were illuminated,1,Hebrews,10,32,Hebrews,10,32
bible-qna,what did they endure,great struggle and sufferings,1,Hebrews,10,32,Hebrews,10,32
bible-qna,what were they made,a spectacle,1,Hebrews,10,33,Hebrews,10,33
bible-qna,what made them a spectacle,reproaches and tribulations,1,Hebrews,10,33,Hebrews,10,33
bible-qna,"what did they have on ""me""",compassion,1,Hebrews,10,34,Hebrews,10,34
bible-qna,"what was ""me"" in",chains,1,Hebrews,10,34,Hebrews,10,34
bible-qna,how did they accept the plundernig of their goods,joyfully,1,Hebrews,10,34,Hebrews,10,34
bible-qna,where was their more enduring possession,heaven,1,Hebrews,10,34,Hebrews,10,34
bible-qna,what is not to be cast away,their confidence,1,Hebrews,10,35,Hebrews,10,35
bible-qna,what does their confidence have,great reward,1,Hebrews,10,35,Hebrews,10,35
bible-qna,what do they have need of,endurance,1,Hebrews,10,36,Hebrews,10,36
bible-qna,what may they receive,the promise,1,Hebrews,10,36,Hebrews,10,36
bible-qna,how long before He will come,a little while,1,Hebrews,10,37,Hebrews,10,37
bible-qna,what will He not do,tarry,1,Hebrews,10,37,Hebrews,10,37
bible-qna,what shall the just live by,faith,1,Hebrews,10,38,Hebrews,10,38
bible-qna,in whom does God have no pleasure in,the one who draws back,1,Hebrews,10,38,Hebrews,10,38
bible-qna,what do those who draw back draw towards,perdition,1,Hebrews,10,39,Hebrews,10,39
bible-qna,what do they believe,saving of the soul,1,Hebrews,10,39,Hebrews,10,39
bible-qna,What is described as the substance of what we hope for?,Faith,1,Hebrews,11,1,Hebrews,11,1
bible-qna,What is described as the evidence of things not seen?,Faith,1,Hebrews,11,1,Hebrews,11,1
bible-qna,Faith is the substance of what?,substance of things hoped for,1,Hebrews,11,1,Hebrews,11,1
bible-qna,Faith is the evidence of what?,Things not seen,1,Hebrews,11,1,Hebrews,11,1
bible-qna,By what did the elders obtain a good testimony?,"""It"" (Faith)",1,Hebrews,11,1,Hebrews,1,2
bible-qna,What did the elders obtain?,A good testimony,1,Hebrews,11,2,Hebrews,11,2
bible-qna,Who obtained a good testimony?,The elders,1,Hebrews,11,2,Hebrews,11,2
bible-qna,What kind of testimony was obtained?,A good testimony,1,Hebrews,11,2,Hebrews,11,2
bible-qna,What were the worlds framed by?,The word of God,1,Hebrews,11,3,Hebrews,11,3
bible-qna,What did the word of God frame?,The worlds,1,Hebrews,11,3,Hebrews,11,3
bible-qna,What are the things that are seen NOT made of?,Things which are visible,1,Hebrews,11,3,Hebrews,11,3
bible-qna,What did Abel obtain through his sacrifice?,Witness that he was righteous,1,Hebrews,11,4,Hebrews,11,4
bible-qna,What did Abel offer to God?,A more excellent sacrifice.,1,Hebrews,11,4,Hebrews,11,4
bible-qna,Whom did Abel offer a more excellent sacrifice than?,Cain,1,Hebrews,11,4,Hebrews,11,4
bible-qna,To whom did Abel offer a sacrifice?,God,1,Hebrews,11,4,Hebrews,11,4
bible-qna,"Even though he is dead, what does Abel still do through his sacrifice?",Speaks,1,Hebrews,11,4,Hebrews,11,4
bible-qna,Who was taken away so that he did not see death?,Enoch,1,Hebrews,11,5,Hebrews,11,5
bible-qna,What did Enoch not see?,Death,1,Hebrews,11,5,Hebrews,11,5
bible-qna,Who had taken Enoch?,God,1,Hebrews,11,5,Hebrews,11,5
bible-qna,Whom was God pleased by?,Enoch,1,Hebrews,11,5,Hebrews,11,5
bible-qna,Without what is it impossible to please God?,Faith,1,Hebrews,11,6,Hebrews,11,6
bible-qna,Who is God a rewarder of?,Those who diligently seek him,1,Hebrews,11,6,Hebrews,11,6
bible-qna,How must people seek God to receive the reward?,Diligently,1,Hebrews,11,6,Hebrews,11,6
bible-qna,What was Noah moved with?,Godly fear,1,Hebrews,11,7,Hebrews,11,7
bible-qna,What kind of warning did Noah receive?,Divine warning of things not seen,1,Hebrews,11,7,Hebrews,11,7
bible-qna,For what purpose did Noah prepare an ark?,For the saving of his household,1,Hebrews,11,7,Hebrews,11,7
bible-qna,What did Noah do to the world through his building the ark?,Condemned the world,1,Hebrews,11,7,Hebrews,11,7
bible-qna,Who obeyed when he was called to go out?,Abraham,1,Hebrews,11,8,Hebrews,11,8
